Name,Formula,Molecular Weight,RT [min],Area (Max.),samples,Area,count,class,species,letter,class_new,TC,DB,pqn,DB_new,sumpqn,batch
CL(18:1_16:1_18:2_18:2),C79 H142 O17 P2,1424.96579,19.768,15508855.0109035,cbr_n119,7080862.27909994,55,CL,70:6,NA,CL,70,6,608.0855322692837,6,21331.020442370675,B03
TG(4:0_14:2_22:3) +NH4,C43 H75 N O6,701.55628,17.045,15440283.6419785,cbr_n119,5701078.35918067,46,TG,40:5,NA,TG,40,5,489.59337604740637,5,466825.75279988,B03
PC(17:1_18:1),C43 H82 N O8 P,771.57419,10.645,15371219.6161989,cbr_n119,8803150.51459223,50,PC,35:2,NA,PC,35,2,755.9910439315693,2,216348.91350965388,B03
PS(18:1_18:2),C42 H76 N O10 P,785.51752,8.596,15289518.0648809,cbr_n119,10385289.90364,51,PS,36:3,NA,PS,36,3,891.8609471427927,3,10940.62820058115,B03
PS(39:5),C45 H78 N O10 P,823.53549,6.284,14637838.0820242,cbr_n119,6256065.29649945,55,PS,39:5,NA,PS,39,5,537.2541712838995,5,10940.62820058115,B03
TG(16:0_16:1_16:1) +NH4,C51 H97 N O6,819.72809,20.866,14231006.1508798,cbr_n119,14231006.1508798,2,TG,48:2,NA,TG,48,2,1222.1207825955871,2,466825.75279988,B03
PI(18:0_18:2),C45 H83 O13 P,862.55445,10.245,13900836.3071941,cbr_n119,8740382.64930426,55,PI,36:2,NA,PI,36,2,750.6007073781101,2,17117.28683846071,B03
TG(4:0_16:0_18:0) +NH4,C41 H81 N O6,683.60265,18.749,13775410.3027821,cbr_n119,13775410.3027821,45,TG,38:0,NA,TG,38,0,1182.9954285256615,0,466825.75279988,B03
PI(18:3_18:3),C45 H75 O13 P,854.49212,5.585,13376640.744356,cbr_n119,9301799.66250627,55,PI,36:6,NA,PI,36,6,798.8137003501145,6,17117.28683846071,B03
TG(18:0_18:3_20:1) +NH4,C59 H109 N O6,927.82073,21.479,13313530.0063192,cbr_n119,7354270.53445185,55,TG,56:4,NA,TG,56,4,631.5651026844868,4,466825.75279988,B03
PE(20:0e_18:3),C43 H82 N O7 P,755.58015,14.94,13297688.5772032,cbr_n119,12175002.2188344,55,PE,38:3e,e,PE e,38,3e,1045.5566586108903,3,6936.1052074074105,B03
TG(9:0_18:1_16:0) +NH4,C46 H89 N O6,751.66542,19.535,12921602.6017191,cbr_n119,12921602.6017191,49,TG,43:1,NA,TG,43,1,1109.672704556159,1,466825.75279988,B03
PI(18:0_18:3),C45 H81 O13 P,860.53873,8.967,12724997.298434,cbr_n119,11607749.4595623,52,PI,36:3,NA,PI,36,3,996.8425073596613,3,17117.28683846071,B03
TG(18:1_18:2_6:0) +NH4,C45 H83 N O6,733.61833,17.486,12698026.2965724,cbr_n119,8002358.79765732,54,TG,42:3,NA,TG,42,3,687.2211910188114,3,466825.75279988,B03
TG(16:2_10:4_16:0) +NH4,C45 H77 N O6,727.57155,16.115,12582607.5447298,cbr_n119,5503029.92854523,47,TG,42:6,NA,TG,42,6,472.5855060153182,6,466825.75279988,B03
TG(4:0_18:2_18:3) +NH4,C43 H75 N O6,701.55632,13.325,11958329.9397737,cbr_n119,2262885.03819413,47,TG,40:5,NA,TG,40,5,194.33052058871354,5,466825.75279988,B03
TG(26:0_16:0_18:1) +NH4,C63 H123 N O6,989.93052,22.684,11822155.7852456,cbr_n119,11822155.7852456,55,TG,60:1,NA,TG,60,1,1015.2551497097118,1,466825.75279988,B03
PS(18:3_18:3),C42 H70 N O10 P,779.47102,5.69,11781687.2196185,cbr_n119,5103340.05853632,55,PS,36:6,NA,PS,36,6,438.2612079613384,6,10940.62820058115,B03
PS(16:0_18:1),C40 H76 N O10 P,761.51776,9.951,11748139.59086,cbr_n119,6935747.54738894,55,PS,34:1,NA,PS,34,1,595.6234668605189,1,10940.62820058115,B03
PS(18:0_18:1),C42 H80 N O10 P,789.5492,12.241,11624628.8942045,cbr_n119,10966661.0647509,55,PS,36:1,NA,PS,36,1,941.7875490191775,1,10940.62820058115,B03
DG(22:3e),C25 H44 O4,408.32185,17.525,11622139.8065477,cbr_n119,9641748.3971752,55,DG,22:3e,e,DG e,22,3e,828.0075893310624,3,2386.455270020291,B03
PC(14:0_18:3),C40 H74 N O8 P,727.51209,6.727,11294151.7185851,cbr_n119,9025713.8756307,55,PC,32:3,NA,PC,32,3,775.1041906820975,3,216348.91350965388,B03
PE(20:0e_18:2),C43 H84 N O7 P,757.59559,16.108,11253067.2380138,cbr_n119,11253067.2380138,55,PE,38:2e,e,PE e,38,2e,966.3833458937803,2,6936.1052074074105,B03
TG(4:0_16:0_20:5) +NH4,C43 H75 N O6,701.55626,15.823,11188917.5894911,cbr_n119,11188917.5894911,55,TG,40:5,NA,TG,40,5,960.8743454882856,5,466825.75279988,B03
TG(16:1_18:1_24:0) +NH4,C61 H117 N O6,959.88353,22.134,11087274.5861005,cbr_n119,8613421.66898062,55,TG,58:2,NA,TG,58,2,739.6976376311662,2,466825.75279988,B03
TG(18:1_14:0_14:0) +NH4,C49 H95 N O6,793.7142,19.797,10891986.9004347,cbr_n119,36763.8361780909,6,TG,46:1,NA,TG,46,1,3.1571800169875366,1,466825.75279988,B03
CL(18:1_16:1_16:1_16:1),C75 H138 O17 P2,1372.92996,19.508,10858619.1897564,cbr_n119,2489941.92289623,43,CL,66:4,NA,CL,66,4,213.82955914465506,4,21331.020442370675,B03
PG(24:2_10:2) +NH4,C40 H74 N O10 P,759.50222,8.306,10727664.7727585,cbr_n119,4171143.19054072,54,PG,34:4,NA,PG,34,4,358.20663179368586,4,1888.199424814975,B03
PC(16:0_14:0),C38 H76 N O8 P,705.52753,8.943,10299026.0314024,cbr_n119,6834264.14654542,55,PC,30:0,NA,PC,30,0,586.908343562531,0,216348.91350965388,B03
PI(16:0_16:1),C41 H77 O13 P,808.50781,7.909,9348703.86760375,cbr_n119,7233675.20815276,55,PI,32:1,NA,PI,32,1,621.2086982959676,1,17117.28683846071,B03
PG(16:0_18:3),C40 H73 O10 P,744.49164,7.547,9219194.97291639,cbr_n119,5430684.83591555,55,PG,34:3,NA,PG,34,3,466.37270276836927,3,1888.199424814975,B03
PE(17:0_18:1),C40 H78 N O8 P,731.54469,12.936,9176200.25784215,cbr_n119,1211980.98875453,55,PE,35:1,NA,PE,35,1,104.08168886752176,1,168295.23238575048,B03
TG(26:1_16:0_18:1) +NH4,C63 H121 N O6,987.91471,22.402,9014290.39355631,cbr_n119,5200977.98830185,55,TG,60:2,NA,TG,60,2,446.64609247835375,2,466825.75279988,B03
CL(18:3_16:1_14:0_22:6),C79 H134 O17 P2,1416.9039,17.779,8941005.25193897,cbr_n119,8941005.25193897,55,CL,70:10,NA,CL,70,10,767.829640423237,10,21331.020442370675,B03
TG(16:0_23:1_18:1) +NH4,C60 H115 N O6,945.86783,21.985,8829199.26238323,cbr_n119,6015632.73415352,55,TG,57:2,NA,TG,57,2,516.6064652720863,2,466825.75279988,B03
PG(16:0_18:2),C40 H75 O10 P,746.50738,8.639,8486940.57071046,cbr_n119,6528096.23759708,55,PG,34:2,NA,PG,34,2,560.6154616311668,2,1888.199424814975,B03
TG(26:1_18:1_18:1) +NH4,C65 H123 N O6,1013.93006,22.35,8221967.4462788,cbr_n119,2991347.26495581,55,TG,62:3,NA,TG,62,3,256.88891015179223,3,466825.75279988,B03
TG(20:5_11:3_12:2),C46 H68 O6,716.49553,14.849,7991563.31711915,cbr_n119,3043183.27550399,31,TG,43:10,NA,TG,43,10,261.3404482304163,10,466825.75279988,B03
TG(16:4_11:3_18:1) +NH4,C48 H79 N O6,765.58698,15.564,7900499.83044985,cbr_n119,1963705.16615422,54,TG,45:8,NA,TG,45,8,168.63775259481744,8,466825.75279988,B03
TG(16:3_11:3_18:1) +NH4,C48 H81 N O6,767.60266,16.711,7895047.12769947,cbr_n119,1997363.13654747,52,TG,45:7,NA,TG,45,7,171.5282091571621,7,466825.75279988,B03
PE(16:1_20:1),C41 H78 N O8 P,743.54297999999994,8.574,7850210.00800238,cbr_n119,3272759.20804691,54,PE,36:2,NA,PE,36,2,281.05581588396205,2,168295.23238575048,B03
TG(16:4_11:1_18:0) +NH4,C48 H85 N O6,771.6343,18.919,7723725.20815231,cbr_n119,3984282.96687172,50,TG,45:5,NA,TG,45,5,342.1595750806771,5,466825.75279988,B03
TG(16:0_14:0_16:0) +NH4,C49 H97 N O6,795.72744,21.061,7716581.34920658,cbr_n119,6184875.21322847,36,TG,46:0,NA,TG,46,0,531.1405571544587,0,466825.75279988,B03
TG(16:0_18:3_10:0) +NH4,C47 H87 N O6,761.64962,18.387,7516326.89545895,cbr_n119,1136725.21007727,14,TG,44:3,NA,TG,44,3,97.61892368024037,3,466825.75279988,B03
CL(14:0_20:4_16:1_16:1),C75 H134 O17 P2,1368.90414,18.529,7301401.28366877,cbr_n119,3294168.69253613,55,CL,66:6,NA,CL,66,6,282.89440520516166,6,21331.020442370675,B03
TG(4:0_16:1_14:0) +NH4,C37 H71 N O6,625.52505,14.042,7073286.54306438,cbr_n119,7073286.54306438,28,TG,34:1,NA,TG,34,1,607.4349483011259,1,466825.75279988,B03
TG(28:1_18:1_16:0) +NH4,C65 H125 N O6,1015.94581,22.662,6596783.92179321,cbr_n119,3155189.55716912,55,TG,62:2,NA,TG,62,2,270.9592484159357,2,466825.75279988,B03
TG(4:0_14:0_16:0) +NH4,C37 H73 N O6,627.5406,16.05,6571583.72714113,cbr_n119,4952194.64687369,53,TG,34:0,NA,TG,34,0,425.2812438724714,0,466825.75279988,B03
CL(18:3_16:1_14:0_20:4),C77 H134 O17 P2,1392.90402,18.166,6550469.14726129,cbr_n119,6529951.5535445,55,CL,68:8,NA,CL,68,8,560.7747912072756,8,21331.020442370675,B03
PE(16:1e_18:1),C39 H76 N O7 P,701.53372,12.979,6332900.97520656,cbr_n119,4969602.61013538,55,PE,34:2e,e,PE e,34,2e,426.7761932428261,2,6936.1052074074105,B03
TG(20:1_18:1_18:3) +NH4,C59 H107 N O6,925.80512,21.193,6328514.30027415,cbr_n119,2357053.75080599,53,TG,56:5,NA,TG,56,5,202.41747800641585,5,466825.75279988,B03
TG(4:0_18:3_18:3),C43 H70 O6,682.51143,15.145,6122004.6421902,cbr_n119,5949894.43407102,38,TG,40:6,NA,TG,40,6,510.961035715557,6,466825.75279988,B03
TG(26:1_18:1_16:1) +NH4,C63 H119 N O6,985.8989,22.134,5872885.30069249,cbr_n119,1570684.4678393,55,TG,60:3,NA,TG,60,3,134.88618518570638,3,466825.75279988,B03
TG(30:0_18:1_16:0) +NH4,C67 H131 N O6,1045.99274,23.294,5713324.57658157,cbr_n119,5713324.57658157,53,TG,64:1,NA,TG,64,1,490.6450484755641,1,466825.75279988,B03
DG(34:3e),C37 H68 O4,576.50884,11.718,5632208.01484036,cbr_n119,5185605.6556033,55,DG,34:3e,e,DG e,34,3e,445.3259576215003,3,2386.455270020291,B03
TG(28:0_16:0_18:1) +NH4,C65 H127 N O6,1017.9615,22.987,5430719.69775067,cbr_n119,5430719.69775067,54,TG,62:1,NA,TG,62,1,466.37569660961765,1,466825.75279988,B03
PE(16:0_16:0),C37 H74 N O8 P,691.51256,11.515,5090277.64562329,cbr_n119,615999.68658015,55,PE,32:0,NA,PE,32,0,52.900407115306294,0,168295.23238575048,B03
DG(34:4e),C37 H66 O4,574.49324,8.26,4745338.23334964,cbr_n119,4656919.74405338,55,DG,34:4e,e,DG e,34,4e,399.92382420096874,4,2386.455270020291,B03
DG(34:5e),C37 H64 O4,572.47762,7.225,4692478.17189475,cbr_n119,4060398.46174478,54,DG,34:5e,e,DG e,34,5e,348.69617039766837,5,2386.455270020291,B03
TG(4:0_18:1_18:4),C43 H72 O6,684.52694,16.402,4437170.3894429,cbr_n119,1998549.08923394,35,TG,40:5,NA,TG,40,5,171.63005560497777,5,466825.75279988,B03
CL(18:1_16:1_16:1_18:1),C77 H142 O17 P2,1400.96609,20.155,4290275.53797668,cbr_n119,1953772.77322049,55,CL,68:4,NA,CL,68,4,167.7847852292973,4,21331.020442370675,B03
TG(16:2_11:4_16:1) +NH4,C46 H77 N O6,739.57113,14.872,4275899.56211779,cbr_n119,1350778.79668366,22,TG,43:7,NA,TG,43,7,116.00127374089445,7,466825.75279988,B03
PE(20:0_18:1),C43 H84 N O8 P,773.59046,16.188,4079181.3276773,cbr_n119,3112242.2818372,55,PE,38:1,NA,PE,38,1,267.2710511667378,1,168295.23238575048,B03
PE(20:0_18:3),C43 H80 N O8 P,769.55919,13.312,4048467.9173361,cbr_n119,3194115.48712256,55,PE,38:3,NA,PE,38,3,274.3021032691759,3,168295.23238575048,B03
PI(16:1_18:3),C43 H75 O13 P,830.49222,6.063,3980272.10041208,cbr_n119,3980272.10041208,55,PI,34:4,NA,PI,34,4,341.81513258626933,4,17117.28683846071,B03
PE(16:0e_22:6),C43 H76 N O7 P,749.52979,12.452,3948842.32658098,cbr_n119,3387508.84745979,50,PE,38:6e,e,PE e,38,6e,290.9102083025304,6,6936.1052074074105,B03
PG(18:1_18:3),C42 H75 O10 P,770.5073,7.654,3925839.88454252,cbr_n119,2659180.64055832,55,PG,36:4,NA,PG,36,4,228.3633280069417,4,1888.199424814975,B03
TG(16:0_14:2_11:3) +NH4,C44 H77 N O6,715.56956,16.453,3900936.91880179,cbr_n119,2943435.12033894,24,TG,41:5,NA,TG,41,5,252.77434319467082,5,466825.75279988,B03
PS(18:3_18:2),C42 H72 N O10 P,781.48666,6.438,3848525.87546636,cbr_n119,2418854.0345076,55,PS,36:5,NA,PS,36,5,207.72472123864313,5,10940.62820058115,B03
TG(28:0_18:1_18:1) +NH4,C67 H129 N O6,1043.97704,22.977,3783364.74903074,cbr_n119,3215724.07003693,55,TG,64:2,NA,TG,64,2,276.15779063113087,2,466825.75279988,B03
CL(18:4_18:2_16:1_22:6),C83 H136 O17 P2,1466.91926,18.449,3751518.55406954,cbr_n119,1952979.2392099,55,CL,74:13,NA,CL,74,13,167.71663864881265,13,21331.020442370675,B03
PE(20:0e_18:1),C43 H86 N O7 P,759.61136,17.204,3738284.54377853,cbr_n119,3738284.54377853,55,PE,38:1e,e,PE e,38,1e,321.03388782002315,1,6936.1052074074105,B03
TG(18:4_14:0_16:1),C51 H88 O6,796.6518,20.118,3664694.62690079,cbr_n119,1382811.50707383,52,TG,48:5,NA,TG,48,5,118.75215731691428,5,466825.75279988,B03
PE(17:1_18:1),C40 H76 N O8 P,729.52899,11.077,3554866.1157305,cbr_n119,288541.277470445,45,PE,35:2,NA,PE,35,2,24.77915391888929,2,168295.23238575048,B03
TG(18:4_16:1_16:1),C53 H90 O6,822.66743,20.085,3367903.63888753,cbr_n119,1883699.36538238,54,TG,50:6,NA,TG,50,6,161.76706820224393,6,466825.75279988,B03
TG(16:0_16:0_16:1) +NH4,C51 H99 N O6,821.74462,22.581,3288636.45248917,cbr_n119,3288636.45248917,1,TG,48:1,NA,TG,48,1,282.41931121222706,1,466825.75279988,B03
PI(18:0_18:1),C45 H85 O13 P,864.57026,11.934,3275263.82148602,cbr_n119,3268823.49211524,55,PI,36:1,NA,PI,36,1,280.71782711609205,1,17117.28683846071,B03
DG(18:0_18:2) +NH4,C39 H75 N O5,637.56145,15.689,3269819.11451908,cbr_n119,2141228.3148271,16,DG,36:2,NA,DG,36,2,183.882966256082,2,292.4419568888275,B03
PG(16:0_16:1),C38 H73 O10 P,720.49213,8.264,3212042.3716272,cbr_n119,963528.352829942,55,PG,32:1,NA,PG,32,1,82.74524036663189,1,1888.199424814975,B03
CL(74:14),C83 H134 O17 P2,1464.90359,17.923,3189819.59850567,cbr_n119,1782323.49379267,55,CL,74:14,NA,CL,74,14,153.0611792292519,14,21331.020442370675,B03
TG(28:1_18:1_18:1) +NH4,C67 H127 N O6,1041.96133,22.69,3141958.48892637,cbr_n119,1342811.19733853,55,TG,64:3,NA,TG,64,3,115.31703759878046,3,466825.75279988,B03
PE(38:7),C43 H72 N O8 P,761.49332,8.895,3100208.3333944,cbr_n119,1503177.97495361,55,PE,38:7,NA,PE,38,7,129.08890795589906,7,168295.23238575048,B03
PE(38:3e),C43 H82 N O7 P,755.58018,15.809,3100033.57111129,cbr_n119,770316.68294345,54,PE,38:3e,e,PE e,38,3e,66.15273842370483,3,6936.1052074074105,B03
PC(34:5),C42 H74 N O8 P,751.51058,6.08,2971027.01770884,cbr_n119,1286506.07956766,53,PC,34:5,NA,PC,34,5,110.48170453344986,5,216348.91350965388,B03
PS(24:2_10:1),C40 H72 N O10 P,757.48677,7.389,2955056.00556969,cbr_n119,1772881.78359898,53,PS,34:3,NA,PS,34,3,152.2503503863285,3,10940.62820058115,B03
PS(18:1_20:4),C44 H76 N O10 P,809.5163,10.226,2864533.93690598,cbr_n119,1634547.93117556,55,PS,38:5,NA,PS,38,5,140.3706087720843,5,10940.62820058115,B03
DG(36:3e),C39 H72 O4,604.5401,21.639,2814784.44590142,cbr_n119,2814784.44590142,55,DG,36:3e,e,DG e,36,3e,241.72616703213635,3,2386.455270020291,B03
TG(4:0_14:1_16:1) +NH4,C37 H69 N O6,623.50947,12.045,2762465.16943715,cbr_n119,871695.889454395,42,TG,34:2,NA,TG,34,2,74.85891379082152,2,466825.75279988,B03
TG(16:1_10:0_16:1) +NH4,C45 H85 N O6,735.63485,17.424,2757083.45591284,cbr_n119,165919.11610906,21,TG,42:2,NA,TG,42,2,14.248690350979613,2,466825.75279988,B03
PE(16:0_22:6),C43 H74 N O8 P,763.50906,10.827,2678440.02593241,cbr_n119,2507633.00016255,49,PE,38:6,NA,PE,38,6,215.3488215892389,6,168295.23238575048,B03
PC(6:0_24:2),C38 H72 N O8 P,701.49626,6.395,2671779.03503948,cbr_n119,2423757.0516819,51,PC,30:2,NA,PC,30,2,208.1457792525745,2,216348.91350965388,B03
DG(32:3e),C35 H64 O4,548.47779,7.931,2593672.39413085,cbr_n119,1429662.10449037,54,DG,32:3e,e,DG e,32,3e,122.77556143695485,3,2386.455270020291,B03
PC(20:0e_14:1),C42 H84 N O7 P,745.59515,13.022,2554432.75393966,cbr_n119,1111143.68046328,54,PC,34:1e,e,PC e,34,1e,95.42205027154546,1,95.42205027154546,B03
LPC(18:0),C26 H54 N O7 P,523.36141,4.099,2472015.49241737,cbr_n119,1045924.28943053,55,LPC,18:0,NA,LPC,18,0,89.82118323766926,0,15217.892304528588,B03
PE(20:0_18:2),C43 H82 N O8 P,771.57511,14.839,2461921.16573744,cbr_n119,2019741.99344487,55,PE,38:2,NA,PE,38,2,173.45004559058634,2,168295.23238575048,B03
TG(11:0_10:0_22:6) +NH4,C46 H79 N O6,741.58688,16.433,2378263.60363242,cbr_n119,1174997.445453,31,TG,43:6,NA,TG,43,6,100.9056409898368,6,466825.75279988,B03
TG(18:0_16:0_20:4),C57 H102 O6,882.76044,21.666,2345462.08610065,cbr_n119,2120454.53357326,51,TG,54:4,NA,TG,54,4,182.0989694301202,4,466825.75279988,B03
CL(18:3_18:2_14:1_22:6),C81 H134 O17 P2,1440.90582,18.3,2220340.34398198,cbr_n119,1257271.17382135,55,CL,72:12,NA,CL,72,12,107.97108894443336,12,21331.020442370675,B03
CL(74:12),C83 H138 O17 P2,1468.93471,18.928,2214172.6437584,cbr_n119,1309252.00284971,55,CL,74:12,NA,CL,74,12,112.43506364717629,12,21331.020442370675,B03
PS(38:5e),C44 H78 N O9 P,795.53797,12.458,2120669.19100914,cbr_n119,1657947.80009288,55,PS,38:5e,e,PS e,38,5e,142.38012698960688,5,142.38012698960688,B03
PE(18:4_20:4),C43 H70 N O8 P,759.47767,7.491,2036814.76231113,cbr_n119,1268512.91226743,21,PE,38:8,NA,PE,38,8,108.9364994039467,8,168295.23238575048,B03
TG(20:0e_18:1_18:1) +NH4,C59 H115 N O5,917.87301,22.328,2021634.1852732,cbr_n119,2021634.1852732,42,TG,56:2e,e,TG e,56,2e,173.61254196881444,2,3894.210998508264,B03
CL(22:6_14:1_16:1_18:2),C79 H134 O17 P2,1416.90631,18.659,2021324.71129435,cbr_n119,627386.785023857,55,CL,70:10,NA,CL,70,10,53.87830070300992,10,21331.020442370675,B03
PS(18:1_20:2),C44 H80 N O10 P,813.54871,14.236,1984644.89033451,cbr_n119,1424300.45085765,51,PS,38:3,NA,PS,38,3,122.31511694946364,3,10940.62820058115,B03
PG(16:0_18:1),C40 H77 O10 P,748.5237,10.1,1978955.83583138,cbr_n119,1400309.13168536,55,PG,34:1,NA,PG,34,1,120.25480656441563,1,1888.199424814975,B03
PI(16:1_16:1),C41 H75 O13 P,806.49153,6.597,1833469.29082285,cbr_n119,685772.679302661,55,PI,32:2,NA,PI,32,2,58.89232529494952,2,17117.28683846071,B03
TG(20:0_10:2_11:4) +NH4,C44 H75 N O6,713.55602,14.504,1789252.40995108,cbr_n119,1099676.83940094,38,TG,41:6,NA,TG,41,6,94.43730860082812,6,466825.75279988,B03
PC(17:0_18:1),C43 H84 N O8 P,773.60049,12.135,1770543.35888871,cbr_n119,1406456.96699466,27,PC,35:1,NA,PC,35,1,120.78276623359237,1,216348.91350965388,B03
CL(74:15),C83 H132 O17 P2,1462.88844,17.355,1747419.48427892,cbr_n119,993096.720116395,54,CL,74:15,NA,CL,74,15,85.28449274169742,15,21331.020442370675,B03
PE(18:0_14:3),C37 H68 N O8 P,685.46566,7.003,1671392.07302907,cbr_n119,1200928.41849121,55,PE,32:3,NA,PE,32,3,103.13252366608124,3,168295.23238575048,B03
TG(15:0_10:2_13:0) +NH4,C41 H77 N O6,679.5719,14.136,1662907.48952625,cbr_n119,901622.20890223,29,TG,38:2,NA,TG,38,2,77.42890614104847,2,466825.75279988,B03
PE(18:0_16:0),C39 H78 N O8 P,719.54401,14.034,1643273.28734751,cbr_n119,509661.628163098,55,PE,34:0,NA,PE,34,0,43.76837879668256,0,168295.23238575048,B03
PC(34:6),C42 H72 N O8 P,749.49606000000006,5.41,1570885.39086705,cbr_n119,433280.48521672,54,PC,34:6,NA,PC,34,6,37.208970332973756,6,216348.91350965388,B03
CL(18:2_14:1_22:6_18:2),C81 H136 O17 P2,1442.92256,18.793,1560498.88229845,cbr_n119,1560498.88229845,39,CL,72:11,NA,CL,72,11,134.01147431562438,11,21331.020442370675,B03
PS(38:6),C44 H74 N O10 P,807.50144,8.89,1534776.14391225,cbr_n119,672181.979569616,55,PS,38:6,NA,PS,38,6,57.72519231660114,6,10940.62820058115,B03
PS(18:3_20:5),C44 H70 N O10 P,803.47013,6.53,1466724.45865659,cbr_n119,1279965.74711208,55,PS,38:8,NA,PS,38,8,109.92003825811382,8,10940.62820058115,B03
TG(26:0_16:0_24:1) +NH4,C69 H135 N O6,1074.02357,23.625,1454835.99945298,cbr_n119,1454835.99945298,30,TG,66:1,NA,TG,66,1,124.93742827100033,1,466825.75279988,B03
PC(6:0_22:1),C36 H70 N O8 P,675.481,6.051,1451498.18858166,cbr_n119,1164643.0982706,51,PC,28:1,NA,PC,28,1,100.01643732091428,1,216348.91350965388,B03
PS(38:5),C44 H76 N O10 P,809.51694,10.821,1355997.14102453,cbr_n119,1355997.14102453,55,PS,38:5,NA,PS,38,5,116.44941120932796,5,10940.62820058115,B03
CL(72:13),C81 H132 O17 P2,1438.88805,17.761,1253406.04259761,cbr_n119,1253406.04259761,55,CL,72:13,NA,CL,72,13,107.63916180267607,13,21331.020442370675,B03
DG(16:1_16:1) +NH4,C35 H67 N O5,581.49928,10.656,1123130.95678604,cbr_n119,630959.333684605,15,DG,32:2,NA,DG,32,2,54.185101636046134,2,292.4419568888275,B03
PG(18:3_18:3),C42 H71 O10 P,766.47627,5.804,1020792.73526253,cbr_n119,467111.126031682,55,PG,36:6,NA,PG,36,6,40.114255369754915,6,1888.199424814975,B03
CL(18:4_18:2_16:1_16:1),C77 H134 O17 P2,1392.90655,19,1012252.54802986,cbr_n119,289477.947527435,49,CL,68:8,NA,CL,68,8,24.859592640575297,8,21331.020442370675,B03
TG(16:4_6:0_20:0) +NH4,C45 H81 N O6,731.60269,15.141,999818.012661243,cbr_n119,690663.103917639,47,TG,42:4,NA,TG,42,4,59.312301893534034,4,466825.75279988,B03
TG(20:0e_16:1_18:1) +NH4,C57 H111 N O5,889.84194,22.414,871183.633686358,cbr_n119,871183.633686358,4,TG,54:2e,e,TG e,54,2e,74.81492263422408,2,3894.210998508264,B03
PS(33:0),C39 H76 N O10 P,749.51964,7.389,808202.544498846,cbr_n119,568358.793848424,53,PS,33:0,NA,PS,33,0,48.80913454528847,0,10940.62820058115,B03
LPC(17:1),C25 H50 N O7 P,507.33171,3.003,790089.609229123,cbr_n119,790089.609229123,55,LPC,17:1,NA,LPC,17,1,67.85078449931261,1,15217.892304528588,B03
LPC(17:0),C25 H52 N O7 P,509.34584,3.365,777429.977946231,cbr_n119,76279.2851727286,30,LPC,17:0,NA,LPC,17,0,6.550661190274574,0,15217.892304528588,B03
TG(11:0_12:2_17:0) +NH4,C43 H81 N O6,707.60043,16.121,772846.513876891,cbr_n119,709885.718882373,17,TG,40:2,NA,TG,40,2,60.96308870334663,2,466825.75279988,B03
LPC(14:0),C22 H46 N O7 P,467.29906,2.015,684354.729790789,cbr_n119,510625.671972256,55,LPC,14:0,NA,LPC,14,0,43.85116830306133,0,15217.892304528588,B03
DG(20:0_16:1) +NH4,C39 H77 N O5,639.57942,15.909,648441.65004979,cbr_n119,633157.67130305106,55,DG,36:1,NA,DG,36,1,54.37388899669938,1,292.4419568888275,B03
TG(16:0_18:1_16:1) +NH4,C53 H101 N O6,847.76177,19.844,641196.689991298,cbr_n119,331548.040434464,55,TG,50:2,NA,TG,50,2,28.47245980697932,2,466825.75279988,B03
CL(18:4_16:1_16:1_16:1),C75 H132 O17 P2,1366.88892,18.868,575809.41039493,cbr_n119,91927.2752061644,33,CL,66:7,NA,CL,66,7,7.894468762483952,7,21331.020442370675,B03
TG(18:0e_16:0_18:1) +NH4,C55 H109 N O5,863.82675,22.534,554533.737475544,cbr_n119,554533.737475544,3,TG,52:1e,e,TG e,52,1e,47.621875644918475,1,3894.210998508264,B03
PS(34:4),C40 H70 N O10 P,755.47054,7.883,551331.126748646,cbr_n119,197344.88896709,55,PS,34:4,NA,PS,34,4,16.947451753493123,4,10940.62820058115,B03
TG(6:0_18:1_18:2) +NH4,C45 H83 N O6,733.61799,16.406,541255.455136177,cbr_n119,95985.1901270107,46,TG,42:3,NA,TG,42,3,8.242951653025349,3,466825.75279988,B03
PE(36:0e),C41 H84 N O7 P,733.5962,17.101,490955.085396868,cbr_n119,160455.490344345,55,PE,36:0e,e,PE e,36,0e,13.779488769265019,0,6936.1052074074105,B03
PG(16:1_18:3),C40 H71 O10 P,742.47643,6.309,444397.215512374,cbr_n119,335768.985968117,55,PG,34:4,NA,PG,34,4,28.83494333092625,4,1888.199424814975,B03
PE(18:0p_16:1),C39 H76 N O7 P,701.54114,12.485,421575.269196283,cbr_n119,69362.2720738152,8,PE,34:1p,p,PE p,34,1p,5.9566465877901695,1,18135.955315582192,B03
CL(70:11),C79 H132 O17 P2,1414.88837,18.162,418353.945507834,cbr_n119,266902.085400061,55,CL,70:11,NA,CL,70,11,22.920837924404317,11,21331.020442370675,B03
TG(19:0_12:2_18:2) +NH4,C52 H95 N O6,829.70947,19.272,416654.371246584,cbr_n119,102518.676225831,22,TG,49:4,NA,TG,49,4,8.804029981536509,4,466825.75279988,B03
PG(16:1_16:1),C38 H71 O10 P,718.47739,6.873,370690.93720288,cbr_n119,31347.6798433869,51,PG,32:2,NA,PG,32,2,2.6920549830826572,2,1888.199424814975,B03
CL(18:4_16:1_14:0_20:4),C77 H132 O17 P2,1390.88877,18.528,319139.339278814,cbr_n119,168235.642879112,45,CL,68:9,NA,CL,68,9,14.447627480168089,9,21331.020442370675,B03
