Name,Formula,Molecular Weight,RT [min],Area (Max.),samples,Area,count,class,species,letter,class_new,TC,DB,pqn,DB_new,sumpqn,batch
PE(18:1_21:1),C44 H84 N O8 P,785.58966,11.338,297158602.812573,ct_o130,82080118.2983837,55,PE,39:2,NA,PE,39,2,14575.706327602345,2,207699.60710066228,B03
TG(18:0_18:0_18:1) +NH4,C57 H111 N O6,905.83671,21.897,260509655.559945,ct_o130,16234133.0114845,54,TG,54:1,NA,TG,54,1,2882.841303888475,1,370248.5097090709,B03
PE(18:0_18:3),C41 H76 N O8 P,741.52784,10.119,255185033.94129,ct_o130,132642283.777253,55,PE,36:3,NA,PE,36,3,23554.485727365278,3,207699.60710066228,B03
PE(18:1_18:3),C41 H74 N O8 P,739.51216,8.796,252980509.83668,ct_o130,192026772.910134,55,PE,36:4,NA,PE,36,4,34099.92464679981,4,207699.60710066228,B03
PE(16:0_18:2),C39 H74 N O8 P,715.51246,9.692,217601687.707432,ct_o130,21026790.6719104,55,PE,34:2,NA,PE,34,2,3733.9167169763878,2,207699.60710066228,B03
TG(16:1_16:1_16:1) +NH4,C51 H95 N O6,817.71215,20.082,212660775.796017,ct_o130,44587234.7278377,55,TG,48:3,NA,TG,48,3,7917.757099110229,3,370248.5097090709,B03
TG(16:0_16:1_14:0) +NH4,C49 H95 N O6,793.71215,20.578,205428672.977373,ct_o130,19763215.8488404,37,TG,46:1,NA,TG,46,1,3509.5323480715115,1,370248.5097090709,B03
PE(16:0_18:3),C39 H72 N O8 P,713.49675,8.694,201397497.464204,ct_o130,130246225.48901,55,PE,34:3,NA,PE,34,3,23128.996063397102,3,207699.60710066228,B03
TG(14:1_11:4_18:1) +NH4,C46 H79 N O6,741.58697,17.69,194378510.330156,ct_o130,13250774.7533492,45,TG,43:6,NA,TG,43,6,2353.059491409488,6,370248.5097090709,B03
PC(16:1_18:3),C42 H76 N O8 P,753.52716,6.87,190627879.413723,ct_o130,74165332.4246744,55,PC,34:4,NA,PC,34,4,13170.206470479041,4,241970.31415903813,B03
TG(12:0_18:2_16:0) +NH4,C49 H93 N O6,791.69658,20.093,188292609.702389,ct_o130,19067480.8096563,52,TG,46:2,NA,TG,46,2,3385.984407069457,2,370248.5097090709,B03
TG(16:4_19:0_19:0) +NH4,C57 H105 N O6,899.78955,21.083,188209448.867081,ct_o130,114718892.939611,54,TG,54:4,NA,TG,54,4,20371.66768737894,4,370248.5097090709,B03
TG(4:0_18:1_16:1) +NH4,C41 H77 N O6,679.57164,16.381,178147465.012975,ct_o130,20571396.7482952,44,TG,38:2,NA,TG,38,2,3653.048313864931,2,370248.5097090709,B03
TG(18:0_18:0_18:2) +NH4,C57 H109 N O6,903.82093,21.629,172634844.113934,ct_o130,78940583.8723432,54,TG,54:2,NA,TG,54,2,14018.190905499634,2,370248.5097090709,B03
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80519,21.35,167884228.727217,ct_o130,118103962.076775,55,TG,54:3,NA,TG,54,3,20972.784920940532,3,370248.5097090709,B03
PC(16:1_16:1),C40 H76 N O8 P,729.52735,7.557,166746004.996337,ct_o130,26111057.3221979,55,PC,32:2,NA,PC,32,2,4636.775766428712,2,241970.31415903813,B03
TG(16:1_18:2_18:2) +NH4,C55 H99 N O6,869.74284,20.205,166409080.203871,ct_o130,24116279.8876747,21,TG,52:5,NA,TG,52,5,4282.545160073571,5,370248.5097090709,B03
PE(18:1_18:1),C41 H78 N O8 P,743.54355,11.856,163523341.22932,ct_o130,67037496.2853938,55,PE,36:2,NA,PE,36,2,11904.452369836245,2,207699.60710066228,B03
PC(16:0_16:0),C40 H80 N O8 P,733.55865,11.02,153764838.473149,ct_o130,86719597.9658507,55,PC,32:0,NA,PC,32,0,15399.58054401186,0,241970.31415903813,B03
TG(16:1_16:1_18:3) +NH4,C53 H95 N O6,841.71215,19.583,140613235.838285,ct_o130,18689876.4755401,34,TG,50:5,NA,TG,50,5,3318.9298024196496,5,370248.5097090709,B03
TG(18:1_12:2_11:3) +NH4,C44 H75 N O6,713.5558,16.307,140546812.484761,ct_o130,3395446.72406471,44,TG,41:6,NA,TG,41,6,602.960075192304,6,370248.5097090709,B03
PE(12:0p_24:2),C41 H78 N O7 P,727.54887,12.422,140303795.272289,ct_o130,70838885.3667129,55,PE,36:2p,p,PE p,36,2p,12579.499287834562,2,24551.279359428507,B03
TG(16:0_18:3_18:3) +NH4,C55 H97 N O6,867.72772,19.669,132734090.065732,ct_o130,19227911.0127488,42,TG,52:6,NA,TG,52,6,3414.4734440595503,6,370248.5097090709,B03
TG(10:0_18:1_16:0) +NH4,C47 H91 N O6,765.68124,20.01,124982807.920256,ct_o130,9011517.22408039,24,TG,44:1,NA,TG,44,1,1600.2563269564944,1,370248.5097090709,B03
PE(18:3_18:3),C41 H70 N O8 P,735.48108,6.521,116286323.263768,ct_o130,81082963.4699445,55,PE,36:6,NA,PE,36,6,14398.63255817082,6,207699.60710066228,B03
TG(14:0_14:0_14:1) +NH4,C45 H87 N O6,737.65007,19.218,116177322.642784,ct_o130,2045686.5711789,43,TG,42:1,NA,TG,42,1,363.2710005537431,1,370248.5097090709,B03
PE(18:3_18:2),C41 H72 N O8 P,737.49666,7.463,116087413.333542,ct_o130,77836193.0124597,55,PE,36:5,NA,PE,36,5,13822.074267533395,5,207699.60710066228,B03
TG(16:0_18:1_6:0) +NH4,C43 H83 N O6,709.61852,18.719,111016644.653262,ct_o130,7173067.95926983,55,TG,40:1,NA,TG,40,1,1273.786322555894,1,370248.5097090709,B03
TG(18:2_14:2_11:4) +NH4,C46 H75 N O6,737.55576,15.185,110369871.190432,ct_o130,2784373.24572931,48,TG,43:8,NA,TG,43,8,494.4462505359541,8,370248.5097090709,B03
TG(16:1_18:1_6:0) +NH4,C43 H81 N O6,707.60274,17.507,110128368.266453,ct_o130,12572177.9721991,53,TG,40:2,NA,TG,40,2,2232.5549453397134,2,370248.5097090709,B03
TG(16:0_18:2_10:0) +NH4,C47 H89 N O6,763.66544,19.334,99448301.9584866,ct_o130,4762849.48368289,55,TG,44:2,NA,TG,44,2,845.7821065067996,2,370248.5097090709,B03
TG(4:0_16:1_16:0) +NH4,C39 H75 N O6,653.5564,16.106,94045292.652126,ct_o130,9445092.76462573,21,TG,36:1,NA,TG,36,1,1677.2502431548921,1,370248.5097090709,B03
TG(18:1_18:3_11:1) +NH4,C50 H89 N O6,799.66543,18.538,93672673.6208154,ct_o130,29216552.469471,43,TG,47:5,NA,TG,47,5,5188.246527032358,5,370248.5097090709,B03
TG(18:1_17:1_16:0) +NH4,C54 H103 N O6,861.77421,21.225,84739598.5648296,ct_o130,35859640.9002344,55,TG,51:2,NA,TG,51,2,6367.919608436857,2,370248.5097090709,B03
TG(16:0_18:1_22:0) +NH4,C59 H115 N O6,933.86802,22.14,83509376.4697895,ct_o130,3263094.10204769,54,TG,56:1,NA,TG,56,1,579.4570273141893,1,370248.5097090709,B03
TG(18:2_11:1_18:0) +NH4,C50 H93 N O6,803.69638,19.958,78673037.065889,ct_o130,44464942.7859859,55,TG,47:3,NA,TG,47,3,7896.040616877782,3,370248.5097090709,B03
TG(16:1_16:1_18:2) +NH4,C53 H97 N O6,843.72764,20.085,77478378.2460216,ct_o130,15227849.9854592,44,TG,50:4,NA,TG,50,4,2704.1465581465623,4,370248.5097090709,B03
TG(16:1_14:4_11:2) +NH4,C44 H73 N O6,711.54023,14.841,77415942.2867408,ct_o130,3642020.65294614,34,TG,41:7,NA,TG,41,7,646.7464299140858,7,370248.5097090709,B03
PE(18:0_18:1),C41 H80 N O8 P,745.55946,14.217,75106240.0532992,ct_o130,35244310.2570459,55,PE,36:1,NA,PE,36,1,6258.649800651177,1,207699.60710066228,B03
LPC(18:1),C26 H52 N O7 P,521.34548,3.022,74696517.3301367,ct_o130,18481049.2418778,55,LPC,18:1,NA,LPC,18,1,3281.846468548197,1,12455.339605608851,B03
PE(16:0_16:1),C37 H72 N O8 P,689.49684,9.556,73377318.7070081,ct_o130,20161742.1624956,55,PE,32:1,NA,PE,32,1,3580.302257180847,1,207699.60710066228,B03
TG(18:2_17:1_16:1) +NH4,C54 H99 N O6,857.74327,20.504,71951155.7221402,ct_o130,18555390.4503919,54,TG,51:4,NA,TG,51,4,3295.047906920903,4,370248.5097090709,B03
TG(16:1_11:1_16:0) +NH4,C46 H87 N O6,749.64986,19.117,71192773.0358469,ct_o130,36888734.1643465,43,TG,43:2,NA,TG,43,2,6550.6649737259695,2,370248.5097090709,B03
TG(18:1_14:4_11:2) +NH4,C46 H77 N O6,739.57167,17.106,70893968.2865734,ct_o130,4438690.7883141,12,TG,43:7,NA,TG,43,7,788.2183255914492,7,370248.5097090709,B03
PE(16:1_16:1),C37 H70 N O8 P,687.48136,7.872,58465096.0031436,ct_o130,3402803.26768043,55,PE,32:2,NA,PE,32,2,604.2664429406927,2,207699.60710066228,B03
TG(16:1_18:1_17:1) +NH4,C54 H101 N O6,859.75881,20.9,57807490.3580236,ct_o130,34888760.6615606,46,TG,51:3,NA,TG,51,3,6195.511654701483,3,370248.5097090709,B03
TG(16:1_16:1_17:1) +NH4,C52 H97 N O6,831.72785,20.435,57038342.9560433,ct_o130,11829846.1302085,55,TG,49:3,NA,TG,49,3,2100.732390124218,3,370248.5097090709,B03
TG(12:0_18:2_18:2) +NH4,C51 H93 N O6,815.69666,19.534,56838191.7015276,ct_o130,15307205.9837204,49,TG,48:4,NA,TG,48,4,2718.2385179288835,4,370248.5097090709,B03
PI(18:1_18:3),C45 H79 O13 P,858.52303,7.344,55459551.9875752,ct_o130,28008557.9961841,55,PI,36:4,NA,PI,36,4,4973.732061738961,4,19811.288307199433,B03
TG(18:3_12:2_11:3) +NH4,C44 H71 N O6,709.52464,13.235,55140624.5805538,ct_o130,2378653.94705876,31,TG,41:8,NA,TG,41,8,422.3990182529182,8,370248.5097090709,B03
LPC(18:2),C26 H50 N O7 P,519.32988,2.348,54427733.3510089,ct_o130,14716436.0440757,55,LPC,18:2,NA,LPC,18,2,2613.330175617124,2,12455.339605608851,B03
PE(16:1_18:3),C39 H70 N O8 P,711.48108,7.144,54105849.2490692,ct_o130,27686803.8211734,55,PE,34:4,NA,PE,34,4,4916.595273173584,4,207699.60710066228,B03
TG(17:0_18:1_16:0) +NH4,C54 H105 N O6,863.78964,21.47,53450153.2500018,ct_o130,10551981.7346907,55,TG,51:1,NA,TG,51,1,1873.8104930594898,1,370248.5097090709,B03
LPC(18:3),C26 H48 N O7 P,517.31429,1.92,51538908.765579,ct_o130,23964201.8493251,55,LPC,18:3,NA,LPC,18,3,4255.539292248144,3,12455.339605608851,B03
TG(16:1_17:1_16:0) +NH4,C52 H99 N O6,833.74344,20.873,51525819.9613352,ct_o130,13938205.2678337,54,TG,49:2,NA,TG,49,2,2475.1327231187065,2,370248.5097090709,B03
PE(12:0p_24:0),C41 H82 N O7 P,731.5803,15.645,50178694.8338928,ct_o130,30104406.3698003,55,PE,36:0p,p,PE p,36,0p,5345.9107456190295,0,24551.279359428507,B03
TG(18:1_18:1_17:1) +NH4,C56 H105 N O6,887.78955,21.223,49833428.8946697,ct_o130,15135183.735777,55,TG,53:3,NA,TG,53,3,2687.690977064942,3,370248.5097090709,B03
TG(18:1_18:1_20:0) +NH4,C59 H113 N O6,931.85237,21.879,49420720.8030413,ct_o130,18551129.1076215,55,TG,56:2,NA,TG,56,2,3294.291181881146,2,370248.5097090709,B03
CL(18:4_18:2_18:2_18:2),C81 H138 O17 P2,1444.93521,18.443,49369435.6064335,ct_o130,35346807.4889975,55,CL,72:10,NA,CL,72,10,6276.851157853022,10,28300.61868167035,B03
TG(18:1_18:1_17:0) +NH4,C56 H107 N O6,889.8052,21.513,48742594.0884003,ct_o130,11881236.1321731,55,TG,53:2,NA,TG,53,2,2109.858175909369,2,370248.5097090709,B03
TG(18:1_11:2_18:1) +NH4,C50 H91 N O6,801.68099,19.232,48171390.790568,ct_o130,27470977.1348805,47,TG,47:4,NA,TG,47,4,4878.268983418142,4,370248.5097090709,B03
PE(12:0e_24:2),C41 H80 N O7 P,729.56466,14.052,47594947.8955887,ct_o130,26154625.3756749,55,PE,36:2e,e,PE e,36,2e,4644.51253832806,2,8477.132235291503,B03
CL(18:3_18:2_14:0_22:6),C81 H136 O17 P2,1442.91928,17.92,46359591.08607,ct_o130,41057215.443341,55,CL,72:11,NA,CL,72,11,7290.899761568965,11,28300.61868167035,B03
PC(18:0_18:1),C44 H86 N O8 P,787.60541,13.775,45508751.8842418,ct_o130,20832386.2523615,47,PC,36:1,NA,PC,36,1,3699.3945721881464,1,241970.31415903813,B03
TG(10:0_18:3_16:0) +NH4,C47 H87 N O6,761.64971,18.722,45505523.3825916,ct_o130,8879711.49958635,42,TG,44:3,NA,TG,44,3,1576.850396600278,3,370248.5097090709,B03
PS(18:1_18:1),C42 H78 N O10 P,787.53425,10.098,44287921.8805409,ct_o130,9369659.43225119,44,PS,36:2,NA,PS,36,2,1663.8548665058634,2,17018.00501402192,B03
CL(18:2_16:1_16:1_18:2),C77 H138 O17 P2,1396.93537,19.126,43652741.6134316,ct_o130,306215.924637682,55,CL,68:6,NA,CL,68,6,54.37752141302597,6,28300.61868167035,B03
TG(16:0_18:2_18:1) +NH4,C55 H103 N O6,873.77415,21.601,43434540.3610725,ct_o130,16235669.9941497,24,TG,52:3,NA,TG,52,3,2883.1142397519093,3,370248.5097090709,B03
TG(16:0_12:2_11:2) +NH4,C42 H75 N O6,689.55584,17.75,43257339.8986503,ct_o130,1633275.77480135,52,TG,39:4,NA,TG,39,4,290.0354987178478,4,370248.5097090709,B03
TG(4:0_16:0_22:5) +NH4,C45 H79 N O6,729.58705,17.3,42840957.3002941,ct_o130,2768608.30155129,40,TG,42:5,NA,TG,42,5,491.6467273216414,5,370248.5097090709,B03
CL(18:3_18:2_16:1_18:2),C79 H138 O17 P2,1420.93503,18.801,42688117.6535145,ct_o130,9489823.84494079,55,CL,70:8,NA,CL,70,8,1685.193544211289,8,28300.61868167035,B03
PS(19:0_18:1),C43 H82 N O10 P,803.56686,9.282,42576982.2352896,ct_o130,2469517.9233057,54,PS,37:1,NA,PS,37,1,438.5345533982143,1,17018.00501402192,B03
TG(34:2e),C37 H68 O5,592.5037,13.386,41944710.8717343,ct_o130,26450718.4840522,52,TG,34:2e,e,TG e,34,2e,4697.092460029019,2,5418.631847885121,B03
CL(18:3_18:2_18:2_18:2),C81 H140 O17 P2,1446.95037,18.921,41451588.0642523,ct_o130,15402512.8152014,55,CL,72:9,NA,CL,72,9,2735.1630109179323,9,28300.61868167035,B03
TG(18:2_11:4_14:3) +NH4,C46 H73 N O6,735.54027,13.593,39554297.2040674,ct_o130,2619845.9389519,42,TG,43:9,NA,TG,43,9,465.2296539206678,9,370248.5097090709,B03
TG(16:0_18:2_13:0) +NH4,C50 H95 N O6,805.71225,20.515,37821814.129483,ct_o130,17881992.9559007,54,TG,47:2,NA,TG,47,2,3175.4666450400928,2,370248.5097090709,B03
TG(16:1_17:0_16:0) +NH4,C52 H101 N O6,835.75857,21.17,37130861.948766,ct_o130,7406585.56277057,55,TG,49:1,NA,TG,49,1,1315.254147913783,1,370248.5097090709,B03
TG(19:0_18:1_16:0) +NH4,C56 H109 N O6,891.82088,21.726,36971089.9445897,ct_o130,5872871.23992749,55,TG,53:1,NA,TG,53,1,1042.8986734865682,1,370248.5097090709,B03
TG(16:0_10:3_18:1) +NH4,C47 H85 N O6,759.63409,18.44,35985140.6659668,ct_o130,3450095.29542767,55,TG,44:4,NA,TG,44,4,612.6645145123581,4,370248.5097090709,B03
CL(18:2_16:1_18:2_18:2),C79 H140 O17 P2,1422.95083,19.27,35599348.5451389,ct_o130,1573969.95304378,55,CL,70:7,NA,CL,70,7,279.5040294732123,7,28300.61868167035,B03
TG(20:0_11:3_14:2) +NH4,C48 H85 N O6,771.63435,19.823,35425884.9587296,ct_o130,1465691.36707151,53,TG,45:5,NA,TG,45,5,260.2760251352735,5,370248.5097090709,B03
TG(4:0_18:2_16:1) +NH4,C41 H75 N O6,677.55623,14.556,34715151.6651645,ct_o130,1114999.33866848,41,TG,38:3,NA,TG,38,3,198.00048114967964,3,370248.5097090709,B03
LPC(16:1),C24 H48 N O7 P,493.3144,2.13,34296687.1809433,ct_o130,5799040.93094919,55,LPC,16:1,NA,LPC,16,1,1029.7879601487555,1,12455.339605608851,B03
CL(18:2_16:1_16:1_16:1),C75 H136 O17 P2,1370.9196,18.992,33586963.5445241,ct_o130,225503.513279712,55,CL,66:5,NA,CL,66,5,40.04469113286331,5,28300.61868167035,B03
PI(16:0_18:3),C43 H77 O13 P,832.50747,7.229,33522329.0436242,ct_o130,19471825.2758761,55,PI,34:3,NA,PI,34,3,3457.787497963967,3,19811.288307199433,B03
TG(4:0_18:2_18:2) +NH4,C43 H77 N O6,703.57163,15.181,32470827.310513,ct_o130,6288359.38123334,24,TG,40:4,NA,TG,40,4,1116.680647194989,4,370248.5097090709,B03
TG(18:2_17:1_18:1) +NH4,C56 H103 N O6,885.77417,20.909,31777854.4921375,ct_o130,14940766.1017368,54,TG,53:4,NA,TG,53,4,2653.1664856603898,4,370248.5097090709,B03
PE(18:0p_18:1),C41 H80 N O7 P,729.56476,15.302,31773318.2070154,ct_o130,15626779.3798712,55,PE,36:1p,p,PE p,36,1p,2774.988045938522,1,24551.279359428507,B03
PI(18:1_18:2),C45 H81 O13 P,860.53853,8.4,31567798.1281392,ct_o130,10851028.7381034,55,PI,36:3,NA,PI,36,3,1926.9149645229386,3,19811.288307199433,B03
TG(15:0_11:3_14:3) +NH4,C43 H73 N O6,699.54051,15.777,29674010.5605159,ct_o130,382981.003079201,55,TG,40:6,NA,TG,40,6,68.00938821311283,6,370248.5097090709,B03
TG(15:0_16:0_16:1) +NH4,C50 H97 N O6,807.7277,20.762,29059433.4402993,ct_o130,3270475.83885814,55,TG,47:1,NA,TG,47,1,580.7678688452119,1,370248.5097090709,B03
LPC(16:0),C24 H50 N O7 P,495.33014,3.055,28965316.4984103,ct_o130,5157091.78376423,55,LPC,16:0,NA,LPC,16,0,915.7912647174943,0,12455.339605608851,B03
TG(16:0_18:2_10:3) +NH4,C47 H83 N O6,757.61822,17.508,28427388.2715275,ct_o130,3853892.28756565,37,TG,44:5,NA,TG,44,5,684.3703855002201,5,370248.5097090709,B03
PS(39:3),C45 H82 N O10 P,827.56675,8.38,27982884.7067055,ct_o130,20648105.0734343,55,PS,39:3,NA,PS,39,3,3666.6701024696363,3,17018.00501402192,B03
CL(18:3_16:1_16:1_20:4),C79 H136 O17 P2,1418.91949,18.307,27921558.8844783,ct_o130,11969306.2402255,55,CL,70:9,NA,CL,70,9,2125.4975787004987,9,28300.61868167035,B03
TG(18:2_12:2_12:2) +NH4,C45 H77 N O6,727.57171,17.318,27872260.5085543,ct_o130,584336.855373648,51,TG,42:6,NA,TG,42,6,103.76596156159115,6,370248.5097090709,B03
TG(18:3_18:3_18:2) +NH4,C57 H97 N O6,891.72742,19.181,27803417.4571111,ct_o130,11600229.6367532,53,TG,54:8,NA,TG,54,8,2059.95732003463,8,370248.5097090709,B03
TG(4:0_16:1_16:1) +NH4,C39 H73 N O6,651.5407,14.151,27560370.9407181,ct_o130,539434.868291613,37,TG,36:2,NA,TG,36,2,95.79231105033908,2,370248.5097090709,B03
TG(16:1_18:1_8:0) +NH4,C45 H85 N O6,735.63401,18.447,27177087.3738937,ct_o130,2686356.0032959,51,TG,42:2,NA,TG,42,2,477.0404454473555,2,370248.5097090709,B03
CL(72:12),C81 H134 O17 P2,1440.9039,17.35,26625981.7508626,ct_o130,20782946.8193502,55,CL,72:12,NA,CL,72,12,3690.6151665109246,12,28300.61868167035,B03
PI(16:0_18:2),C43 H79 O13 P,834.52293,8.257,26399640.0560325,ct_o130,13866471.778797,55,PI,34:2,NA,PI,34,2,2462.394360994857,2,19811.288307199433,B03
TG(20:0_18:2_18:1) +NH4,C59 H111 N O6,929.83638,21.674,26026653.7584471,ct_o130,15046062.7741137,55,TG,56:3,NA,TG,56,3,2671.8649647276357,3,370248.5097090709,B03
TG(18:1_24:0_16:0) +NH4,C61 H119 N O6,961.89951,22.401,25705549.3147841,ct_o130,575803.214082188,55,TG,58:1,NA,TG,58,1,102.25056597069724,1,370248.5097090709,B03
TG(18:0_12:2_11:2) +NH4,C44 H79 N O6,717.5866,18.903,25634047.0426091,ct_o130,826271.649003761,37,TG,41:4,NA,TG,41,4,146.728503228043,4,370248.5097090709,B03
TG(14:0_18:2_11:1) +NH4,C46 H85 N O6,747.63403,18.164,24695665.5559193,ct_o130,8186168.15916765,54,TG,43:3,NA,TG,43,3,1453.6916552999944,3,370248.5097090709,B03
TG(16:0_18:1_10:3) +NH4,C47 H85 N O6,759.63429,18.127,24657021.1102264,ct_o130,3676566.48746123,13,TG,44:4,NA,TG,44,4,652.8810450824438,4,370248.5097090709,B03
TG(16:1_18:3_11:1) +NH4,C48 H85 N O6,771.63409,17.453,24530340.7586219,ct_o130,8438944.34493857,47,TG,45:5,NA,TG,45,5,1498.5794006735405,5,370248.5097090709,B03
TG(16:0_16:0_16:0) +NH4,C51 H101 N O6,823.75862,21.406,23321715.29096,ct_o130,2806439.39464522,51,TG,48:0,NA,TG,48,0,498.3647354632083,0,370248.5097090709,B03
TG(20:0_14:3_11:3) +NH4,C48 H83 N O6,769.6184,19.097,23086978.379514,ct_o130,987130.49563725,53,TG,45:6,NA,TG,45,6,175.2936583147253,6,370248.5097090709,B03
PC(17:0_18:3),C43 H80 N O8 P,769.55849,8.915,22881282.9022439,ct_o130,11368030.9676942,55,PC,35:3,NA,PC,35,3,2018.723709752044,3,241970.31415903813,B03
TG(4:0_16:0_16:0) +NH4,C39 H77 N O6,655.57175,17.552,22802732.4823838,ct_o130,609434.994040385,55,TG,36:0,NA,TG,36,0,108.22286423375753,0,370248.5097090709,B03
TG(20:5_11:2_12:2),C46 H70 O6,718.51081,16.614,22017563.7710384,ct_o130,6208512.85666552,38,TG,43:9,NA,TG,43,9,1102.5015802356866,9,370248.5097090709,B03
TG(32:1e),C35 H66 O5,566.4883,12.89,21277599.7815613,ct_o130,2969396.25755743,53,TG,32:1e,e,TG e,32,1e,527.3024542082176,1,5418.631847885121,B03
TG(16:1_18:3_18:3) +NH4,C55 H95 N O6,865.71208,19.058,20809522.4615318,ct_o130,8249330.35425636,49,TG,52:7,NA,TG,52,7,1464.9079355113972,7,370248.5097090709,B03
PI(16:0_18:1),C43 H81 O13 P,836.53872,9.698,20516995.6726397,ct_o130,5822077.95699859,55,PI,34:1,NA,PI,34,1,1033.8788524783297,1,19811.288307199433,B03
PS(18:1_18:3),C42 H74 N O10 P,783.50204,7.508,19947183.0060508,ct_o130,16255273.5510948,55,PS,36:4,NA,PS,36,4,2886.5954200295682,4,17018.00501402192,B03
CL(18:2_18:2_18:2_18:2),C81 H142 O17 P2,1448.96457,19.383,19563966.1204152,ct_o130,4584257.81261275,55,CL,72:8,NA,CL,72,8,814.0679739733747,8,28300.61868167035,B03
TG(18:2_11:1_16:0) +NH4,C48 H89 N O6,775.6654,19.083,18742716.013049,ct_o130,11956876.682668401,38,TG,45:3,NA,TG,45,3,2123.2903501475903,3,370248.5097090709,B03
TG(17:1_14:4_11:2) +NH4,C45 H75 N O6,725.55598,16.081,18341148.1757869,ct_o130,1664610.86763722,53,TG,42:7,NA,TG,42,7,295.59995355042315,7,370248.5097090709,B03
CL(18:3_16:1_18:2_16:1),C77 H136 O17 P2,1394.91967,18.668,18239966.6391305,ct_o130,1878875.98364642,55,CL,68:7,NA,CL,68,7,333.64894119742615,7,28300.61868167035,B03
TG(18:1_18:1_6:0) +NH4,C45 H85 N O6,735.63414,18.704,18002369.6045065,ct_o130,3913132.59687437,47,TG,42:2,NA,TG,42,2,694.8902211089029,2,370248.5097090709,B03
PC(16:1_14:0),C38 H74 N O8 P,703.51179,7.393,17963223.3047361,ct_o130,4177098.99600302,55,PC,30:1,NA,PC,30,1,741.7651135166741,1,241970.31415903813,B03
TG(16:0_9:0_11:2) +NH4,C39 H73 N O6,651.54084,14.845,17243934.3161124,ct_o130,930998.891453759,35,TG,36:2,NA,TG,36,2,165.32586349136074,2,370248.5097090709,B03
TG(14:0_11:3_12:2) +NH4,C40 H69 N O6,659.50984,14.34,17174678.2294811,ct_o130,211011.157229177,52,TG,37:5,NA,TG,37,5,37.471152861149974,5,370248.5097090709,B03
TG(16:0_18:1_21:0) +NH4,C58 H113 N O6,919.85237,22.012,16950679.6655842,ct_o130,1931438.57940507,55,TG,55:1,NA,TG,55,1,342.9829550302211,1,370248.5097090709,B03
TG(4:0_18:3_18:0) +NH4,C43 H79 N O6,705.58705,16.916,16816600.4305364,ct_o130,2057322.65640686,12,TG,40:3,NA,TG,40,3,365.33732507424554,3,370248.5097090709,B03
PS(39:1),C45 H86 N O10 P,831.59784,11.349,16755104.486749,ct_o130,5253609.95224863,55,PS,39:1,NA,PS,39,1,932.9308657350329,1,17018.00501402192,B03
TG(12:0_18:3_18:2) +NH4,C51 H91 N O6,813.68042,18.833,16745940.5372066,ct_o130,4621560.25898124,53,TG,48:5,NA,TG,48,5,820.6921055516423,5,370248.5097090709,B03
TG(4:0_18:1_17:0) +NH4,C42 H81 N O6,695.603,18.015,16598078.5681489,ct_o130,1201815.22668126,55,TG,39:1,NA,TG,39,1,213.4171607851086,1,370248.5097090709,B03
PE(25:1_11:0),C41 H80 N O8 P,745.55849,10.222,16426037.1381574,ct_o130,6033918.52907691,47,PE,36:1,NA,PE,36,1,1071.4972920090834,1,207699.60710066228,B03
TG(18:4_11:3_14:4),C46 H66 O6,714.48006,13.187,16344662.5606431,ct_o130,479392.914873822,32,TG,43:11,NA,TG,43,11,85.13012027264216,11,370248.5097090709,B03
PI(18:3_18:2),C45 H77 O13 P,856.50742,6.302,16242082.7268857,ct_o130,8886100.9332714,55,PI,36:5,NA,PI,36,5,1577.9850259225022,5,19811.288307199433,B03
PE(10:0p_24:0),C39 H78 N O7 P,703.54911,13.455,16080740.8779362,ct_o130,6390979.65704835,55,PE,34:0p,p,PE p,34,0p,1134.903854404555,0,24551.279359428507,B03
PE(18:0p_18:3),C41 H76 N O7 P,725.53302,11.992,15995554.2286725,ct_o130,9788010.221961,55,PE,36:3p,p,PE p,36,3p,1738.145186490097,3,24551.279359428507,B03
CL(18:1_16:1_18:2_18:2),C79 H142 O17 P2,1424.96579,19.768,15508855.0109035,ct_o130,619238.494990283,55,CL,70:6,NA,CL,70,6,109.96376024841275,6,28300.61868167035,B03
PC(17:1_18:1),C43 H82 N O8 P,771.57419,10.645,15371219.6161989,ct_o130,8172981.42844806,50,PC,35:2,NA,PC,35,2,1451.3499686848363,2,241970.31415903813,B03
PS(18:1_18:2),C42 H76 N O10 P,785.51752,8.596,15289518.0648809,ct_o130,2619334.76762116,51,PS,36:3,NA,PS,36,3,465.13888062069674,3,17018.00501402192,B03
PS(39:5),C45 H78 N O10 P,823.53549,6.284,14637838.0820242,ct_o130,9019141.77389376,55,PS,39:5,NA,PS,39,5,1601.610286980722,5,17018.00501402192,B03
PI(18:0_18:2),C45 H83 O13 P,862.55445,10.245,13900836.3071941,ct_o130,5079531.70039137,55,PI,36:2,NA,PI,36,2,902.0182217270163,2,19811.288307199433,B03
TG(4:0_16:0_18:0) +NH4,C41 H81 N O6,683.60265,18.749,13775410.3027821,ct_o130,420788.700674503,45,TG,38:0,NA,TG,38,0,74.72324180514367,0,370248.5097090709,B03
PI(18:3_18:3),C45 H75 O13 P,854.49212,5.585,13376640.744356,ct_o130,7999620.25204893,55,PI,36:6,NA,PI,36,6,1420.564662228338,6,19811.288307199433,B03
